"행정구역별","연령별","항목","단위","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년",
"세종특별자치시","93세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","36","33","81","98","89","84","108","112","142","165","185","184",
"세종특별자치시","93세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","25","22","67","75","71","69","86","90","112","134","153","148",
"세종특별자치시","93세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","11","11","14","23","18","15","22","22","30","31","32","36",
"세종특별자치시","94세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","41","29","29","72","80","68","72","93","86","122","137","150",
"세종특별자치시","94세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","34","21","18","59","63","52","59","74","67","100","114","125",
"세종특별자치시","94세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7","8","11","13","17","16","13","19","19","22","23","25",
"세종특별자치시","95세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","17","37","25","23","57","57","55","57","69","75","89","114",
"세종특별자치시","95세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","16","32","19","15","47","45","41","46","56","59","73","94",
"세종특별자치시","95세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","5","6","8","10","12","14","11","13","16","16","20",
"세종특별자치시","96세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","30","14","29","20","18","46","47","43","47","47","65","70",
"세종특별자치시","96세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","25","13","27","17","14","37","37","34","38","41","52","58",
"세종특별자치시","96세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5","1","2","3","4","9","10","9","9","6","13","12",
"세종특별자치시","97세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","15","27","13","22","16","13","36","42","40","33","34","51",
"세종특별자치시","97세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","10","24","13","21","13","11","27","32","31","27","29","39",
"세종특별자치시","97세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5","3","0","1","3","2","9","10","9","6","5","12",
"세종특별자치시","98세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12","10","18","10","13","10","11","27","33","36","19","26",
"세종특별자치시","98세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","10","7","18","9","13","7","10","18","26","31","16","21",
"세종특별자치시","98세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","3","0","1","0","3","1","9","7","5","3","5",
"세종특별자치시","99세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9","9","6","18","10","12","6","12","17","26","26","11",
"세종특별자치시","99세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","8","7","6","18","10","11","4","11","14","21","24","11",
"세종특별자치시","99세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","2","0","0","0","1","2","1","3","5","2","0",
"세종특별자치시","100세 이상","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","39","40","34","34","49","49","54","53","50","27","35","43",
"세종특별자치시","100세 이상","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","23","23","24","25","41","43","47","44","40","20","28","38",
"세종특별자치시","100세 이상","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","16","17","10","9","8","6","7","9","10","7","7","5",
"경기도","계","전체","","8672632","8934332","9219343","9544496","9927473","10206851","10462920","10697215","10906033","11106211","11292264","11460610","11786622","11937415","12093299","12234630","12357830","12522606","12716780","12873895","13077153","13239666","13427014","13565450","13589432","13630821",
"경기도","계","여자","","4288715","4420941","4560820","4722129","4915244","5056302","5185600","5301715","5406237","5508005","5601591","5687041","5844168","5922058","6002264","6075437","6138017","6222794","6321327","6398572","6499652","6579671","6672545","6738152","6750156","6774926",
"경기도","계","남자","","4383917","4513391","4658523","4822367","5012229","5150549","5277320","5395500","5499796","5598206","5690673","5773569","5942454","6015357","6091035","6159193","6219813","6299812","6395453","6475323","6577501","6659995","6754469","6827298","6839276","6855895",
"경기도","0세","전체","","131399","129742","137100","123239","112952","115530","112466","104429","109378","120899","115067","109880","117742","118257","120951","109468","109299","111355","104099","92366","87536","82540","76810","74799","74114","68030",
"경기도","0세","여자","","62842","62097","65685","59262","54140","55723","54439","50662","52983","59029","55995","53515","57200","57550","58891","53259","53599","54505","50838","44712","42778","40207","37694","36635","35939","33112",
"경기도","0세","남자","","68557","67645","71415","63977","58812","59807","58027","53767","56395","61870","59072","56365","60542","60707","62060","56209","55700","56850","53261","47654","44758","42333","39116","38164","38175","34918",
"경기도","1세","전체","","146854","142397","140944","149638","135353","121873","123946","120461","112011","117347","129093","122831","118560","125526","125978","129457","116253","116728","119264","111697","100422","94410","88101","81421","79007","77729",
"경기도","1세","여자","","70699","67938","67448","71470","65202","58407","59798","58336","54330","56712","62956","59767","57595","60918","61362","63043","56519","57199","58307","54538","48612","46064","42847","40002","38724","37624",
"경기도","1세","남자","","76155","74459","73496","78168","70151","63466","64148","62125","57681","60635","66137","63064","60965","64608","64616","66414","59734","59529","60957","57159","51810","48346","45254","41419","40283","40105",
"경기도","2세","전체","","150675","151127","146457","145887","155676","138189","124634","126436","122834","113671","119057","130841","125727","120195","127137","127915","131017","118171","119772","122017","115769","102974","96802","90332","82889","80214",
"경기도","2세","여자","","71786","72822","70061","70104","74406","66484","59800","60974","59486","55122","57631","63788","61210","58285","61687","62242","63903","57449","58571","59639","56519","49901","47238","43998","40711","39384",
"경기도","2세","남자","","78889","78305","76396","75783","81270","71705","64834","65462","63348","58549","61426","67053","64517","61910","65450","65673","67114","60722","61201","62378","59250","53073","49564","46334","42178","40830",
"경기도","3세","전체","","158253","154178","154593","150839","151232","158361","140761","126645","128100","124368","114804","120286","133491","126944","121401","128486","128969","132736","120371","121953","125398","117921","105278","98341","91427","83766",
"경기도","3세","여자","","74872","73434","74592","72070","72725","75676","67705","60759","61777","60264","55683","58244","64999","61804","58874","62327","62865","64704","58604","59532","61262","57527","50925","48054","44585","41190",
"경기도","3세","남자","","83381","80744","80001","78769","78507","82685","73056","65886","66323","64104","59121","62042","68492","65140","62527","66159","66104","68032","61767","62421","64136","60394","54353","50287","46842","42576",
"경기도","4세","전체","","160456","161386","156875","158114","155747","153023","160980","142408","128015","129033","125354","115686","122182","134201","127876","122513","129204","130026","134576","122070","124626","127335","119777","106691","98890","92309",
"경기도","4세","여자","","75481","76475","74545","76251","74661","73622","76912","68415","61416","62339","60801","56087","59149","65387","62258","59447","62692","63355","65582","59463","60906","62201","58485","51618","48312","44985",
"경기도","4세","남자","","84975","84911","82330","81863","81086","79401","84068","73993","66599","66694","64553","59599","63033","68814","65618","63066","66512","66671","68994","62607","63720","65134","61292","55073","50578","47324",
"경기도","5세","전체","","160146","162873","163903","160220","162624","157526","155227","162822","143515","128789","129909","126222","117294","122917","134762","128738","123061","129738","131257","135985","124129","126091","128940","121200","107169","99339",
"경기도","5세","여자","","75510","76732","77750","76211","78455","75494","74667","77828","69145","61794","62746","61286","56880","59560","65675","62635","59678","62949","63939","66295","60466","61673","63027","59235","51936","48510",
"경기도","5세","남자","","84636","86141","86153","84009","84169","82032","80560","84994","74370","66995","67163","64936","60414","63357","69087","66103","63383","66789","67318","69690","63663","64418","65913","61965","55233","50829",
"경기도","6세","전체","","163621","162222","164958","166868","164063","164101","159374","156252","163508","143789","128795","129998","127013","117187","122929","135306","129041","123405","130885","132522","138367","125332","127560","130040","121360","107355",
"경기도","6세","여자","","77849","76650","77715","79119","78090","79190","76381","75140","78110","69153","61859","62766","61613","56792","59561","65892","62759","59887","63530","64589","67406","61122","62386","63498","59346","52099",
"경기도","6세","남자","","85772","85572","87243","87749","85973","84911","82993","81112","85398","74636","66936","67232","65400","60395","63368","69414","66282","63518","67355","67933","70961","64210","65174","66542","62014","55256",
"경기도","7세","전체","","158797","165366","164050","167700","170370","165327","165703","160573","157399","164150","144509","129474","131537","127659","117857","123640","135512","129486","124285","131877","134080","139456","126241","128487","130212","121609",
"경기도","7세","여자","","76188","78744","77543","79149","80714","78735","80048","76957","75760","78465","69566","62193","63468","61978","57058","59940","66024","62935","60372","64032","65405","68016","61688","62925","63560","59502",
"경기도","7세","남자","","82609","86622","86507","88551","89656","86592","85655","83616","81639","85685","74943","67281","68069","65681","60799","63700","69488","66551","63913","67845","68675","71440","64553","65562","66652","62107",
"경기도","8세","전체","","141907","159674","166633","165988","170616","171345","167122","166479","161181","157626","164632","144749","130608","131608","127884","118011","123654","135697","130186","125113","133134","135009","140538","127196","128532","130466",
"경기도","8세","여자","","67382","76512","79455","78534","80460","81155","79567","80479","77320","75963","78675","69707","62650","63485","62033","57211","59948","66144","63295","60795","64666","65809","68579","62189","62950","63692",
"경기도","8세","남자","","74525","83162","87178","87454","90156","90190","87555","86000","83861","81663","85957","75042","67958","68123","65851","60800","63706","69553","66891","64318","68468","69200","71959","65007","65582","66774",
"경기도","9세","전체","","135867","142586","160435","168008","168536","171636","172809","167858","166984","161558","157870","164967","145743","130674","131800","128042","117963","123892","136415","130900","126395","133922","135937","141420","127354","128733",
"경기도","9세","여자","","65780","67756","76940","80107","79758","80971","81874","79936","80672","77573","76112","78871","70254","62730","63583","62108","57225","59987","66538","63716","61413","65056","66328","69034","62261","63094",
"경기도","9세","남자","","70087","74830","83495","87901","88778","90665","90935","87922","86312","83985","81758","86096","75489","67944","68217","65934","60738","63905","69877","67184","64982","68866","69609","72386","65093","65639",
"경기도","10세","전체","","131950","136214","142808","161108","170140","169031","172746","173267","168260","166952","161623","158063","165977","145817","130740","132036","127965","117997","124326","137072","131986","126910","134861","136569","141467","127485",
